-8.214790255823416 -2.9747663680855525 
-9.967077997522471 0.055759938978132945 
-8.214790255823416 -2.9747663680855525 
-7.539734549017044 -6.380262507060332 
-8.301764712804875 -2.554258872489938 
-7.900021247472663 -3.7937829430877077 
-8.301764712804875 -2.554258872489938 
-7.440214558780327 -6.806707655843432 
-8.220826923172043 -2.9477391802509163 
-9.062492242372361 0.012481370266600636 
-7.822365316713205 -4.288168714531334 
-8.768923595236092 -0.5571500013297193 
-8.242476617684304 -2.6132577287887533 
-7.308778562626792 -7.607533273019664 
-8.220826923172043 -2.9477391802509163 
-7.618508196974824 -5.822968781730632 
-7.550260741067257 -6.317444460033984 
-7.774837082628691 -4.532600750499044 
-9.060804481772411 0.009975976853117755 
-8.303309528198632 -2.546624373934984 
-7.900021247472663 -3.7937829430877077 
-7.900021247472663 -3.7937829430877077 
-7.598413685751359 -5.9671627527277575 
-7.861427453462474 -3.9461506284090895 
-9.062492242372361 0.012481370266600636 
-9.062492242372361 0.012481370266600636 
-8.536509346362598 -1.4882942399175778 
-8.395570508601832 -2.1810029198221734 
-7.393837772435328 -7.215000065402087 
-7.705536588245919 -4.703373801365263 
-8.881123150270954 -0.3424832860280331 
-7.472019793892784 -6.4714954501203295 
-7.654614142724787 -5.546004211050948 
-8.706924268746413 -0.8665348053770503 
-7.8143321221193665 -4.361046937407093 
-7.337283786226259 -7.405620378481872 
-8.761363801933756 -0.6896147667696734 
-7.4272603699635145 -6.846095369456993 
-7.321101269005772 -7.551522195332193 
-7.877578907024786 -3.8625186484744614 
-7.692490085243526 -5.268333909008485 
-8.300369057527483 -2.5709823150632607 
-7.393837772435328 -7.215000065402087 
-8.13256534945554 -3.335043825095659 
-7.7594335881446295 -4.693403402973793 
-7.263724846773534 -7.701253722760997 
-8.758092874452894 -0.6931982329254865 
-7.312750607129591 -7.555561783673328 
-8.965253756541369 -0.11669539286693238 
-8.84862178860221 -0.3522124705698462 
-8.91140645499843 -0.2541256334517415 
-7.69688134214155 -4.801164276813426 
-8.929428689540874 -0.16601704985450524 
-7.306289627355308 -7.613582887334664 
-8.890040895247871 -0.3259600256388582 
-8.569951362863558 -1.3443141958143734 
-7.641595378671937 -5.657367059918143 
-7.852916287446984 -4.038227408576967 
-7.550869193446877 -6.308896191459594 
-8.724227440124391 -0.8084235844812079 
-8.349687178360849 -2.3856590938703457 
-7.700994540045664 -4.726585243556064 
-7.4234883310655455 -6.876229420840019 
-8.1043810479675 -3.5247537847858887 
-7.393837772435328 -7.215000065402087 
-8.002628713163762 -3.7233500933973143 
-9.016048922907606 -0.06872855450026599 
-8.112619424085276 -3.355763756883583 
-8.200124565904579 -3.1458130149998524 
-8.058849653271658 -3.6319796513257305 
-7.618508196974824 -5.822968781730632 
-7.836255120377384 -4.106911862491566 
-7.2564334528118355 -7.701299630036052 
-7.51208465539186 -6.44710941432335 
-8.415999970880216 -1.9923419305456007 
-7.672286576630999 -5.4273494990546265 
-7.263724846773534 -7.701253722760997 
-7.8143321221193665 -4.361046937407093 
